,ID,Ref,MESH
254,NR_047538,"[23861667, 23813974, 23813974, 23813974, 23660942, 21146954, 21874119, 21874119, 21414664, 18761660, 23791884, 19343170, 23791884, 19592466, 20056914, 21550161, 20637465, 20637465, 20956613, 19343170, 21151960, 22178423, 20056914, 20956613, 20956613, 17440112, 20956613, 20453838, 20956613, 22487937, 21151178, 24757675, 24624135, 24829860, 23104877, 23473599, 24531795, 20716961, 23104877, 24531795, 24113581, 19343170, 19592466, 19592466, 17554300, 18048406, 23104877, 20956613, 20956613, 20386740, 20386740, 24624135, 19214202, 19214202, 17478681, 23791884, 20386740, 23104877, 20601957, 23104877, 24747824, 20395613, 17459456, 24810364, 23791884, 21532571, 23104877, 23111177, 23791884, 20956613, 19578367, 20956613, 20386740, 20386740, 19578366, 24624135, 24624135, 23791884, 20956613, 20364137, 18997786, 20956613, 24385277, 22996375, 20956613, 21550244, 17440112, 20386740, 20386740, 17478679, 19198609, 20956613, 20512145, 20956613, 24817925, 21550244, 22034633, 19214202, 19214202, 22122968, 23791884, 22996375, 24146262, 20541999, 24624135, 24721780, 23463798, 23791884, 19343170, 20386740, 20386740, 22034006, 24145019, 24667321, 24624135, 20956613, 17463249, 20956613, 17463248, 20386740, 18048406, 24624135, 25154675, 25035150, 27688736, 27557514, 27507052, 27461581, 27314206, 27307748, 27286457, 27121324, 27102007, 27095571, 27043545, 27027260, 26944720, 26861560, 26812694, 26729200, 26708220, 26618242, 26453113, 26449463, 26409453, 26408699, 26408699, 26045820, 25966845, 25964559, 25889788, 25845387, 25646744, 25636450, 27391317, 25504755, 25035150, 24893939, 24810364, 24747824, 24707949, 24385277, 23813974, 23813974, 23315372, 23266621, 23111177, 23101500, 23091611, 22578354]",Genetic Predisposition to Disease
254,NR_047538,"[23861667, 23813974, 23813974, 23813974, 23660942, 21146954, 21874119, 21874119, 21414664, 18761660, 23791884, 19343170, 23791884, 19592466, 20056914, 21550161, 20637465, 20637465, 20956613, 19343170, 21151960, 22178423, 20056914, 20956613, 20956613, 17440112, 20956613, 20453838, 20956613, 22487937, 21151178, 24757675, 24624135, 24829860, 23104877, 23473599, 24531795, 20716961, 23104877, 24531795, 24113581, 19343170, 19592466, 19592466, 17554300, 18048406, 23104877, 20956613, 20956613, 20386740, 20386740, 24624135, 19214202, 19214202, 17478681, 23791884, 20386740, 23104877, 20601957, 23104877, 24747824, 20395613, 17459456, 24810364, 23791884, 21532571, 23104877, 23111177, 23791884, 20956613, 19578367, 20956613, 20386740, 20386740, 19578366, 24624135, 24624135, 23791884, 20956613, 20364137, 18997786, 20956613, 24385277, 22996375, 20956613, 21550244, 17440112, 20386740, 20386740, 17478679, 19198609, 20956613, 20512145, 20956613, 24817925, 21550244, 22034633, 19214202, 19214202, 22122968, 23791884, 22996375, 24146262, 20541999, 24624135, 24721780, 23463798, 23791884, 19343170, 20386740, 20386740, 22034006, 24145019, 24667321, 24624135, 20956613, 17463249, 20956613, 17463248, 20386740, 18048406, 24624135, 25154675, 25035150, 27688736, 27557514, 27507052, 27461581, 27314206, 27307748, 27286457, 27121324, 27102007, 27095571, 27043545, 27027260, 26944720, 26861560, 26812694, 26729200, 26708220, 26618242, 26453113, 26449463, 26409453, 26408699, 26408699, 26045820, 25966845, 25964559, 25889788, 25845387, 25646744, 25636450, 27391317, 25504755, 25035150, 24893939, 24810364, 24747824, 24707949, 24385277, 23813974, 23813974, 23315372, 23266621, 23111177, 23101500, 23091611, 22578354]",Cardiovascular Diseases
254,NR_047538,"[23861667, 23813974, 23813974, 23813974, 23660942, 21146954, 21874119, 21874119, 21414664, 18761660, 23791884, 19343170, 23791884, 19592466, 20056914, 21550161, 20637465, 20637465, 20956613, 19343170, 21151960, 22178423, 20056914, 20956613, 20956613, 17440112, 20956613, 20453838, 20956613, 22487937, 21151178, 24757675, 24624135, 24829860, 23104877, 23473599, 24531795, 20716961, 23104877, 24531795, 24113581, 19343170, 19592466, 19592466, 17554300, 18048406, 23104877, 20956613, 20956613, 20386740, 20386740, 24624135, 19214202, 19214202, 17478681, 23791884, 20386740, 23104877, 20601957, 23104877, 24747824, 20395613, 17459456, 24810364, 23791884, 21532571, 23104877, 23111177, 23791884, 20956613, 19578367, 20956613, 20386740, 20386740, 19578366, 24624135, 24624135, 23791884, 20956613, 20364137, 18997786, 20956613, 24385277, 22996375, 20956613, 21550244, 17440112, 20386740, 20386740, 17478679, 19198609, 20956613, 20512145, 20956613, 24817925, 21550244, 22034633, 19214202, 19214202, 22122968, 23791884, 22996375, 24146262, 20541999, 24624135, 24721780, 23463798, 23791884, 19343170, 20386740, 20386740, 22034006, 24145019, 24667321, 24624135, 20956613, 17463249, 20956613, 17463248, 20386740, 18048406, 24624135, 25154675, 25035150, 27688736, 27557514, 27507052, 27461581, 27314206, 27307748, 27286457, 27121324, 27102007, 27095571, 27043545, 27027260, 26944720, 26861560, 26812694, 26729200, 26708220, 26618242, 26453113, 26449463, 26409453, 26408699, 26408699, 26045820, 25966845, 25964559, 25889788, 25845387, 25646744, 25636450, 27391317, 25504755, 25035150, 24893939, 24810364, 24747824, 24707949, 24385277, 23813974, 23813974, 23315372, 23266621, 23111177, 23101500, 23091611, 22578354]",Myocardial Infarction
254,NR_047538,"[23861667, 23813974, 23813974, 23813974, 23660942, 21146954, 21874119, 21874119, 21414664, 18761660, 23791884, 19343170, 23791884, 19592466, 20056914, 21550161, 20637465, 20637465, 20956613, 19343170, 21151960, 22178423, 20056914, 20956613, 20956613, 17440112, 20956613, 20453838, 20956613, 22487937, 21151178, 24757675, 24624135, 24829860, 23104877, 23473599, 24531795, 20716961, 23104877, 24531795, 24113581, 19343170, 19592466, 19592466, 17554300, 18048406, 23104877, 20956613, 20956613, 20386740, 20386740, 24624135, 19214202, 19214202, 17478681, 23791884, 20386740, 23104877, 20601957, 23104877, 24747824, 20395613, 17459456, 24810364, 23791884, 21532571, 23104877, 23111177, 23791884, 20956613, 19578367, 20956613, 20386740, 20386740, 19578366, 24624135, 24624135, 23791884, 20956613, 20364137, 18997786, 20956613, 24385277, 22996375, 20956613, 21550244, 17440112, 20386740, 20386740, 17478679, 19198609, 20956613, 20512145, 20956613, 24817925, 21550244, 22034633, 19214202, 19214202, 22122968, 23791884, 22996375, 24146262, 20541999, 24624135, 24721780, 23463798, 23791884, 19343170, 20386740, 20386740, 22034006, 24145019, 24667321, 24624135, 20956613, 17463249, 20956613, 17463248, 20386740, 18048406, 24624135, 25154675, 25035150, 27688736, 27557514, 27507052, 27461581, 27314206, 27307748, 27286457, 27121324, 27102007, 27095571, 27043545, 27027260, 26944720, 26861560, 26812694, 26729200, 26708220, 26618242, 26453113, 26449463, 26409453, 26408699, 26408699, 26045820, 25966845, 25964559, 25889788, 25845387, 25646744, 25636450, 27391317, 25504755, 25035150, 24893939, 24810364, 24747824, 24707949, 24385277, 23813974, 23813974, 23315372, 23266621, 23111177, 23101500, 23091611, 22578354]",Coronary Artery Disease
254,NR_047538,"[23861667, 23813974, 23813974, 23813974, 23660942, 21146954, 21874119, 21874119, 21414664, 18761660, 23791884, 19343170, 23791884, 19592466, 20056914, 21550161, 20637465, 20637465, 20956613, 19343170, 21151960, 22178423, 20056914, 20956613, 20956613, 17440112, 20956613, 20453838, 20956613, 22487937, 21151178, 24757675, 24624135, 24829860, 23104877, 23473599, 24531795, 20716961, 23104877, 24531795, 24113581, 19343170, 19592466, 19592466, 17554300, 18048406, 23104877, 20956613, 20956613, 20386740, 20386740, 24624135, 19214202, 19214202, 17478681, 23791884, 20386740, 23104877, 20601957, 23104877, 24747824, 20395613, 17459456, 24810364, 23791884, 21532571, 23104877, 23111177, 23791884, 20956613, 19578367, 20956613, 20386740, 20386740, 19578366, 24624135, 24624135, 23791884, 20956613, 20364137, 18997786, 20956613, 24385277, 22996375, 20956613, 21550244, 17440112, 20386740, 20386740, 17478679, 19198609, 20956613, 20512145, 20956613, 24817925, 21550244, 22034633, 19214202, 19214202, 22122968, 23791884, 22996375, 24146262, 20541999, 24624135, 24721780, 23463798, 23791884, 19343170, 20386740, 20386740, 22034006, 24145019, 24667321, 24624135, 20956613, 17463249, 20956613, 17463248, 20386740, 18048406, 24624135, 25154675, 25035150, 27688736, 27557514, 27507052, 27461581, 27314206, 27307748, 27286457, 27121324, 27102007, 27095571, 27043545, 27027260, 26944720, 26861560, 26812694, 26729200, 26708220, 26618242, 26453113, 26449463, 26409453, 26408699, 26408699, 26045820, 25966845, 25964559, 25889788, 25845387, 25646744, 25636450, 27391317, 25504755, 25035150, 24893939, 24810364, 24747824, 24707949, 24385277, 23813974, 23813974, 23315372, 23266621, 23111177, 23101500, 23091611, 22578354]",Genetic Predisposition to Disease
254,NR_047538,"[23861667, 23813974, 23813974, 23813974, 23660942, 21146954, 21874119, 21874119, 21414664, 18761660, 23791884, 19343170, 23791884, 19592466, 20056914, 21550161, 20637465, 20637465, 20956613, 19343170, 21151960, 22178423, 20056914, 20956613, 20956613, 17440112, 20956613, 20453838, 20956613, 22487937, 21151178, 24757675, 24624135, 24829860, 23104877, 23473599, 24531795, 20716961, 23104877, 24531795, 24113581, 19343170, 19592466, 19592466, 17554300, 18048406, 23104877, 20956613, 20956613, 20386740, 20386740, 24624135, 19214202, 19214202, 17478681, 23791884, 20386740, 23104877, 20601957, 23104877, 24747824, 20395613, 17459456, 24810364, 23791884, 21532571, 23104877, 23111177, 23791884, 20956613, 19578367, 20956613, 20386740, 20386740, 19578366, 24624135, 24624135, 23791884, 20956613, 20364137, 18997786, 20956613, 24385277, 22996375, 20956613, 21550244, 17440112, 20386740, 20386740, 17478679, 19198609, 20956613, 20512145, 20956613, 24817925, 21550244, 22034633, 19214202, 19214202, 22122968, 23791884, 22996375, 24146262, 20541999, 24624135, 24721780, 23463798, 23791884, 19343170, 20386740, 20386740, 22034006, 24145019, 24667321, 24624135, 20956613, 17463249, 20956613, 17463248, 20386740, 18048406, 24624135, 25154675, 25035150, 27688736, 27557514, 27507052, 27461581, 27314206, 27307748, 27286457, 27121324, 27102007, 27095571, 27043545, 27027260, 26944720, 26861560, 26812694, 26729200, 26708220, 26618242, 26453113, 26449463, 26409453, 26408699, 26408699, 26045820, 25966845, 25964559, 25889788, 25845387, 25646744, 25636450, 27391317, 25504755, 25035150, 24893939, 24810364, 24747824, 24707949, 24385277, 23813974, 23813974, 23315372, 23266621, 23111177, 23101500, 23091611, 22578354]",Atherosclerosis
254,NR_047538,"[23861667, 23813974, 23813974, 23813974, 23660942, 21146954, 21874119, 21874119, 21414664, 18761660, 23791884, 19343170, 23791884, 19592466, 20056914, 21550161, 20637465, 20637465, 20956613, 19343170, 21151960, 22178423, 20056914, 20956613, 20956613, 17440112, 20956613, 20453838, 20956613, 22487937, 21151178, 24757675, 24624135, 24829860, 23104877, 23473599, 24531795, 20716961, 23104877, 24531795, 24113581, 19343170, 19592466, 19592466, 17554300, 18048406, 23104877, 20956613, 20956613, 20386740, 20386740, 24624135, 19214202, 19214202, 17478681, 23791884, 20386740, 23104877, 20601957, 23104877, 24747824, 20395613, 17459456, 24810364, 23791884, 21532571, 23104877, 23111177, 23791884, 20956613, 19578367, 20956613, 20386740, 20386740, 19578366, 24624135, 24624135, 23791884, 20956613, 20364137, 18997786, 20956613, 24385277, 22996375, 20956613, 21550244, 17440112, 20386740, 20386740, 17478679, 19198609, 20956613, 20512145, 20956613, 24817925, 21550244, 22034633, 19214202, 19214202, 22122968, 23791884, 22996375, 24146262, 20541999, 24624135, 24721780, 23463798, 23791884, 19343170, 20386740, 20386740, 22034006, 24145019, 24667321, 24624135, 20956613, 17463249, 20956613, 17463248, 20386740, 18048406, 24624135, 25154675, 25035150, 27688736, 27557514, 27507052, 27461581, 27314206, 27307748, 27286457, 27121324, 27102007, 27095571, 27043545, 27027260, 26944720, 26861560, 26812694, 26729200, 26708220, 26618242, 26453113, 26449463, 26409453, 26408699, 26408699, 26045820, 25966845, 25964559, 25889788, 25845387, 25646744, 25636450, 27391317, 25504755, 25035150, 24893939, 24810364, 24747824, 24707949, 24385277, 23813974, 23813974, 23315372, 23266621, 23111177, 23101500, 23091611, 22578354]",Atherosclerosis
254,NR_047538,"[23861667, 23813974, 23813974, 23813974, 23660942, 21146954, 21874119, 21874119, 21414664, 18761660, 23791884, 19343170, 23791884, 19592466, 20056914, 21550161, 20637465, 20637465, 20956613, 19343170, 21151960, 22178423, 20056914, 20956613, 20956613, 17440112, 20956613, 20453838, 20956613, 22487937, 21151178, 24757675, 24624135, 24829860, 23104877, 23473599, 24531795, 20716961, 23104877, 24531795, 24113581, 19343170, 19592466, 19592466, 17554300, 18048406, 23104877, 20956613, 20956613, 20386740, 20386740, 24624135, 19214202, 19214202, 17478681, 23791884, 20386740, 23104877, 20601957, 23104877, 24747824, 20395613, 17459456, 24810364, 23791884, 21532571, 23104877, 23111177, 23791884, 20956613, 19578367, 20956613, 20386740, 20386740, 19578366, 24624135, 24624135, 23791884, 20956613, 20364137, 18997786, 20956613, 24385277, 22996375, 20956613, 21550244, 17440112, 20386740, 20386740, 17478679, 19198609, 20956613, 20512145, 20956613, 24817925, 21550244, 22034633, 19214202, 19214202, 22122968, 23791884, 22996375, 24146262, 20541999, 24624135, 24721780, 23463798, 23791884, 19343170, 20386740, 20386740, 22034006, 24145019, 24667321, 24624135, 20956613, 17463249, 20956613, 17463248, 20386740, 18048406, 24624135, 25154675, 25035150, 27688736, 27557514, 27507052, 27461581, 27314206, 27307748, 27286457, 27121324, 27102007, 27095571, 27043545, 27027260, 26944720, 26861560, 26812694, 26729200, 26708220, 26618242, 26453113, 26449463, 26409453, 26408699, 26408699, 26045820, 25966845, 25964559, 25889788, 25845387, 25646744, 25636450, 27391317, 25504755, 25035150, 24893939, 24810364, 24747824, 24707949, 24385277, 23813974, 23813974, 23315372, 23266621, 23111177, 23101500, 23091611, 22578354]",Carotid Stenosis
254,NR_047538,"[23861667, 23813974, 23813974, 23813974, 23660942, 21146954, 21874119, 21874119, 21414664, 18761660, 23791884, 19343170, 23791884, 19592466, 20056914, 21550161, 20637465, 20637465, 20956613, 19343170, 21151960, 22178423, 20056914, 20956613, 20956613, 17440112, 20956613, 20453838, 20956613, 22487937, 21151178, 24757675, 24624135, 24829860, 23104877, 23473599, 24531795, 20716961, 23104877, 24531795, 24113581, 19343170, 19592466, 19592466, 17554300, 18048406, 23104877, 20956613, 20956613, 20386740, 20386740, 24624135, 19214202, 19214202, 17478681, 23791884, 20386740, 23104877, 20601957, 23104877, 24747824, 20395613, 17459456, 24810364, 23791884, 21532571, 23104877, 23111177, 23791884, 20956613, 19578367, 20956613, 20386740, 20386740, 19578366, 24624135, 24624135, 23791884, 20956613, 20364137, 18997786, 20956613, 24385277, 22996375, 20956613, 21550244, 17440112, 20386740, 20386740, 17478679, 19198609, 20956613, 20512145, 20956613, 24817925, 21550244, 22034633, 19214202, 19214202, 22122968, 23791884, 22996375, 24146262, 20541999, 24624135, 24721780, 23463798, 23791884, 19343170, 20386740, 20386740, 22034006, 24145019, 24667321, 24624135, 20956613, 17463249, 20956613, 17463248, 20386740, 18048406, 24624135, 25154675, 25035150, 27688736, 27557514, 27507052, 27461581, 27314206, 27307748, 27286457, 27121324, 27102007, 27095571, 27043545, 27027260, 26944720, 26861560, 26812694, 26729200, 26708220, 26618242, 26453113, 26449463, 26409453, 26408699, 26408699, 26045820, 25966845, 25964559, 25889788, 25845387, 25646744, 25636450, 27391317, 25504755, 25035150, 24893939, 24810364, 24747824, 24707949, 24385277, 23813974, 23813974, 23315372, 23266621, 23111177, 23101500, 23091611, 22578354]",Genetic Predisposition to Disease
254,NR_047538,"[23861667, 23813974, 23813974, 23813974, 23660942, 21146954, 21874119, 21874119, 21414664, 18761660, 23791884, 19343170, 23791884, 19592466, 20056914, 21550161, 20637465, 20637465, 20956613, 19343170, 21151960, 22178423, 20056914, 20956613, 20956613, 17440112, 20956613, 20453838, 20956613, 22487937, 21151178, 24757675, 24624135, 24829860, 23104877, 23473599, 24531795, 20716961, 23104877, 24531795, 24113581, 19343170, 19592466, 19592466, 17554300, 18048406, 23104877, 20956613, 20956613, 20386740, 20386740, 24624135, 19214202, 19214202, 17478681, 23791884, 20386740, 23104877, 20601957, 23104877, 24747824, 20395613, 17459456, 24810364, 23791884, 21532571, 23104877, 23111177, 23791884, 20956613, 19578367, 20956613, 20386740, 20386740, 19578366, 24624135, 24624135, 23791884, 20956613, 20364137, 18997786, 20956613, 24385277, 22996375, 20956613, 21550244, 17440112, 20386740, 20386740, 17478679, 19198609, 20956613, 20512145, 20956613, 24817925, 21550244, 22034633, 19214202, 19214202, 22122968, 23791884, 22996375, 24146262, 20541999, 24624135, 24721780, 23463798, 23791884, 19343170, 20386740, 20386740, 22034006, 24145019, 24667321, 24624135, 20956613, 17463249, 20956613, 17463248, 20386740, 18048406, 24624135, 25154675, 25035150, 27688736, 27557514, 27507052, 27461581, 27314206, 27307748, 27286457, 27121324, 27102007, 27095571, 27043545, 27027260, 26944720, 26861560, 26812694, 26729200, 26708220, 26618242, 26453113, 26449463, 26409453, 26408699, 26408699, 26045820, 25966845, 25964559, 25889788, 25845387, 25646744, 25636450, 27391317, 25504755, 25035150, 24893939, 24810364, 24747824, 24707949, 24385277, 23813974, 23813974, 23315372, 23266621, 23111177, 23101500, 23091611, 22578354]",Atherosclerosis
254,NR_047538,"[23861667, 23813974, 23813974, 23813974, 23660942, 21146954, 21874119, 21874119, 21414664, 18761660, 23791884, 19343170, 23791884, 19592466, 20056914, 21550161, 20637465, 20637465, 20956613, 19343170, 21151960, 22178423, 20056914, 20956613, 20956613, 17440112, 20956613, 20453838, 20956613, 22487937, 21151178, 24757675, 24624135, 24829860, 23104877, 23473599, 24531795, 20716961, 23104877, 24531795, 24113581, 19343170, 19592466, 19592466, 17554300, 18048406, 23104877, 20956613, 20956613, 20386740, 20386740, 24624135, 19214202, 19214202, 17478681, 23791884, 20386740, 23104877, 20601957, 23104877, 24747824, 20395613, 17459456, 24810364, 23791884, 21532571, 23104877, 23111177, 23791884, 20956613, 19578367, 20956613, 20386740, 20386740, 19578366, 24624135, 24624135, 23791884, 20956613, 20364137, 18997786, 20956613, 24385277, 22996375, 20956613, 21550244, 17440112, 20386740, 20386740, 17478679, 19198609, 20956613, 20512145, 20956613, 24817925, 21550244, 22034633, 19214202, 19214202, 22122968, 23791884, 22996375, 24146262, 20541999, 24624135, 24721780, 23463798, 23791884, 19343170, 20386740, 20386740, 22034006, 24145019, 24667321, 24624135, 20956613, 17463249, 20956613, 17463248, 20386740, 18048406, 24624135, 25154675, 25035150, 27688736, 27557514, 27507052, 27461581, 27314206, 27307748, 27286457, 27121324, 27102007, 27095571, 27043545, 27027260, 26944720, 26861560, 26812694, 26729200, 26708220, 26618242, 26453113, 26449463, 26409453, 26408699, 26408699, 26045820, 25966845, 25964559, 25889788, 25845387, 25646744, 25636450, 27391317, 25504755, 25035150, 24893939, 24810364, 24747824, 24707949, 24385277, 23813974, 23813974, 23315372, 23266621, 23111177, 23101500, 23091611, 22578354]",Genetic Predisposition to Disease
